olad -l 4
WidgetDetectorThread.cpp:315: USB Pro Firmware >= 2.4 is required for RDM support, this widget is running 1.44
DeviceManager.cpp:116: Installed device: Enttec Usb Pro Device:5-02160505
SelectPoller.cpp:160: ss process time was 0.000017
SelectPoller.cpp:160: ss process time was 0.000161
SelectPoller.cpp:160: ss process time was 0.000015
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000015
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000013
PathportDevice.cpp:144: Sending pathport arp reply
SelectPoller.cpp:160: ss process time was 0.000012
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000014
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000014
OlaServer.cpp:343: Garbage collecting
SelectPoller.cpp:160: ss process time was 0.000012
SelectPoller.cpp:160: ss process time was 0.000101
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000014
PathportDevice.cpp:144: Sending pathport arp reply
SelectPoller.cpp:160: ss process time was 0.000015
SelectPoller.cpp:160: ss process time was 0.000017
SandNetDevice.cpp:151: Sending Sandnet advertisement
SelectPoller.cpp:160: ss process time was 0.000013

